RecordIdentifier,Topic,TopicID
oai:dash.harvard.edu:1/2643853,multiple source populations,435
oai:dash.harvard.edu:1/2656535,multiple native-range sources,436
oai:dash.harvard.edu:1/2656535,microsatellite,437
oai:dash.harvard.edu:1/2656535,introduced species,438
oai:dash.harvard.edu:1/2656535,mitochondrial DNA,439
oai:dash.harvard.edu:1/2664305,adaptive radiation,10605
oai:dash.harvard.edu:1/2664305,Anolis,422
oai:dash.harvard.edu:1/2664305,historical contingency,441
oai:dash.harvard.edu:1/2664305,diversification,182
oai:dash.harvard.edu:1/2664305,convergent evolution,442
oai:dash.harvard.edu:1/2664305,ecomorphology,421
oai:dash.harvard.edu:1/2664305,natural selection,6860
oai:dash.harvard.edu:1/2664305,morphometrics,444
oai:dash.harvard.edu:1/2643861,adaptive radiation,10605
oai:dash.harvard.edu:1/2643861,evolution,6966
oai:dash.harvard.edu:1/2643861,lizard,445
oai:dash.harvard.edu:1/2643861,community ecology,5271
oai:dash.harvard.edu:1/2643861,Anolis,422
oai:dash.harvard.edu:1/2643652,language production,447
oai:dash.harvard.edu:1/2643652,speech production,448
oai:dash.harvard.edu:1/2643652,morphology,9202
oai:dash.harvard.edu:1/2643652,morphosyntax,449
oai:dash.harvard.edu:1/2643652,grammar,450
oai:dash.harvard.edu:1/2643652,inflection,369
oai:dash.harvard.edu:1/2643652,syntax,451
oai:dash.harvard.edu:1/2643652,insula,11085
oai:dash.harvard.edu:1/2662304,phylogenetic niche conservatism,453
oai:dash.harvard.edu:1/2662304,phylogenetic signal,454
oai:dash.harvard.edu:1/2662304,phylogenetic effect,455
oai:dash.harvard.edu:1/2664299,exaptation,11402
oai:dash.harvard.edu:1/2664299,parallelism,457
oai:dash.harvard.edu:1/2664299,character evolution,458
oai:dash.harvard.edu:1/2664299,convergence,459
oai:dash.harvard.edu:1/2664299,comparative method,415
oai:dash.harvard.edu:1/2664286,minimalism,460
oai:dash.harvard.edu:1/2664286,communication,461
oai:dash.harvard.edu:1/2664286,phonology,370
oai:dash.harvard.edu:1/2664286,evolution,6966
oai:dash.harvard.edu:1/2664286,language,10863
oai:dash.harvard.edu:1/2664286,syntax,451
oai:dash.harvard.edu:1/2766652,extinction,463
oai:dash.harvard.edu:1/2766652,lineage-through-time plot,464
oai:dash.harvard.edu:1/2766652,alethinophidian snakes,465
oai:dash.harvard.edu:1/2766652,speciation,466
oai:dash.harvard.edu:1/2766652,mass extinction,467
oai:dash.harvard.edu:1/2766652,key innovation,468
oai:dash.harvard.edu:1/2766652,squamate reptiles,469
oai:dash.harvard.edu:1/2766652,phylogenetic independence,470
oai:dash.harvard.edu:1/2766652,passerine birds,471
oai:dash.harvard.edu:1/2664298,Anolis,422
oai:dash.harvard.edu:1/2664298,evo-devo,472
oai:dash.harvard.edu:1/2664298,genome,473
oai:dash.harvard.edu:1/2664298,lizard,445
oai:dash.harvard.edu:1/2664298,staging series,474
oai:dash.harvard.edu:1/2666399,character evolution,458
oai:dash.harvard.edu:1/2666399,community structure,6937
oai:dash.harvard.edu:1/2666399,competition,10229
oai:dash.harvard.edu:1/2666399,habitat filtering,476
oai:dash.harvard.edu:1/2666399,multidimensional niche,477
oai:dash.harvard.edu:1/2666399,null models,478
oai:dash.harvard.edu:1/2643640,costs,479
oai:dash.harvard.edu:1/2643640,benefits,480
oai:dash.harvard.edu:1/2643640,medical technology,481
oai:dash.harvard.edu:1/2664291,medical productivity,482
oai:dash.harvard.edu:1/2664291,technological change,483
oai:dash.harvard.edu:1/2664297,historical contingency,441
oai:dash.harvard.edu:1/2664297,evolution,6966
oai:dash.harvard.edu:1/2664297,convergence,459
oai:dash.harvard.edu:1/2664297,Iguanidae,484
oai:dash.harvard.edu:1/2664297,Agamidae,485
oai:dash.harvard.edu:1/2664297,community ecology,5271
oai:dash.harvard.edu:1/2665788,avian genome,486
oai:dash.harvard.edu:1/2665788,transcription profiles,487
oai:dash.harvard.edu:1/2665788,candidate genes,488
oai:dash.harvard.edu:1/2665788,genome sequencing,6855
oai:dash.harvard.edu:1/2664285,product proliferation,490
oai:dash.harvard.edu:1/2664285,inventory management,491
oai:dash.harvard.edu:1/2664285,lean retailing,492
oai:dash.harvard.edu:1/2664285,short-cycle manufacturing,493
oai:dash.harvard.edu:1/2664285,apparel and textile industries,494
oai:dash.harvard.edu:1/2643867,biodiversity,8330
oai:dash.harvard.edu:1/2643867,climate change,7990
oai:dash.harvard.edu:1/2643867,Eocene,497
oai:dash.harvard.edu:1/2643867,latitudinal gradient,498
oai:dash.harvard.edu:1/2643867,Formicidae,499
oai:dash.harvard.edu:1/2664287,replenishment items,500
oai:dash.harvard.edu:1/2664287,heuristic policies,501
oai:dash.harvard.edu:1/2664287,ordering and scheduling production,502
oai:dash.harvard.edu:1/3138565,Amazonia,503
oai:dash.harvard.edu:1/3138565,savanna,504
oai:dash.harvard.edu:1/3138565,cerrado,505
oai:dash.harvard.edu:1/3138565,evaporation,10830
oai:dash.harvard.edu:1/3138565,tropical forest,507
oai:dash.harvard.edu:1/2703474,endoplasmic reticulum,508
oai:dash.harvard.edu:1/2703474,molecular evolution,10531
oai:dash.harvard.edu:1/2703474,HMG-CoA reductase,510
oai:dash.harvard.edu:1/2703474,lovastatin,511
oai:dash.harvard.edu:1/2703474,Schizosaccharomyces pombe,512
oai:dash.harvard.edu:1/2703474,karmellae,513
oai:dash.harvard.edu:1/2664301,comparative method,415
oai:dash.harvard.edu:1/2664301,metabolic rate,514
oai:dash.harvard.edu:1/2664301,archosaurs,515
oai:dash.harvard.edu:1/2664301,C-value,516
oai:dash.harvard.edu:1/2664301,introns,517
oai:dash.harvard.edu:1/2664301,genomics,5277
oai:dash.harvard.edu:1/2689350,genome-enabled science,519
oai:dash.harvard.edu:1/2689350,kin selection,520
oai:dash.harvard.edu:1/2689350,cooperation,521
oai:dash.harvard.edu:1/2689350,extrapair fertilizations,522
oai:dash.harvard.edu:1/2689350,QTL,523
oai:dash.harvard.edu:1/2710468,Diplopterys,524
oai:dash.harvard.edu:1/2710468,Malpighiaceae,525
oai:dash.harvard.edu:1/2710468,Banisteriopsis,526
oai:dash.harvard.edu:1/2689274,methane,527
oai:dash.harvard.edu:1/2689274,nitrous oxide,528
oai:dash.harvard.edu:1/2666729,floral evolution,309
oai:dash.harvard.edu:1/2666729,Malpighiaceae,525
oai:dash.harvard.edu:1/2666729,morphological androdioecy,529
oai:dash.harvard.edu:1/2666729,molecular systematics,6820
oai:dash.harvard.edu:1/2666729,breeding system,531
oai:dash.harvard.edu:1/2666729,phylogeny,44
oai:dash.harvard.edu:1/2666729,Madagasikaria andersonii,532
oai:dash.harvard.edu:1/2666729,functional dioecy,533
oai:dash.harvard.edu:1/2674790,biogeography,8404
oai:dash.harvard.edu:1/2674790,fruit evolution,535
oai:dash.harvard.edu:1/2674790,phylogeny,44
oai:dash.harvard.edu:1/2674790,molecular,536
oai:dash.harvard.edu:1/2674790,Malpighiaceae,525
oai:dash.harvard.edu:1/2674790,ndhF,537
oai:dash.harvard.edu:1/2674790,trnL-F,538
oai:dash.harvard.edu:1/2674790,systematics,9611
oai:dash.harvard.edu:1/2666728,Malpighiaceae,525
oai:dash.harvard.edu:1/2666728,PHYC,540
oai:dash.harvard.edu:1/2666728,Peridiscus,541
oai:dash.harvard.edu:1/2666728,ndhF,537
oai:dash.harvard.edu:1/2666728,Saxifragales,542
oai:dash.harvard.edu:1/2666728,Elatine,543
oai:dash.harvard.edu:1/2666728,Bergia,544
oai:dash.harvard.edu:1/2666728,Whittonia,545
oai:dash.harvard.edu:1/2707605,eddy covariance,122
oai:dash.harvard.edu:1/2707605,NEE,546
oai:dash.harvard.edu:1/2707605,regression tree,547
oai:dash.harvard.edu:1/2707605,Net ecosystem carbon exchange,548
oai:dash.harvard.edu:1/2707605,MODIS,549
oai:dash.harvard.edu:1/2707605,Ameriflux,141
oai:dash.harvard.edu:1/2664306,"hydrology, hydrogeology and limnology",550
oai:dash.harvard.edu:1/2664306,climate science,8181
oai:dash.harvard.edu:1/2664306,biogeochemistry,6986
oai:dash.harvard.edu:1/2710470,Africa,96
oai:dash.harvard.edu:1/2710470,biogeography,8404
oai:dash.harvard.edu:1/2710470,South America,553
oai:dash.harvard.edu:1/2710470,nonparametric rate smoothing,554
oai:dash.harvard.edu:1/2710470,long-distance dispersal,555
oai:dash.harvard.edu:1/2710470,penalized likelihood,556
oai:dash.harvard.edu:1/2710470,western Gondwana,557
oai:dash.harvard.edu:1/2710470,vicariance,558
oai:dash.harvard.edu:1/2710469,biome evolution,559
oai:dash.harvard.edu:1/2710469,fossils,560
oai:dash.harvard.edu:1/2710469,tropical rain forest,561
oai:dash.harvard.edu:1/2710469,Malpighiales,562
oai:dash.harvard.edu:1/2710469,K/T boundary,563
oai:dash.harvard.edu:1/2710469,penalized likelihood,556
oai:dash.harvard.edu:1/2710479,multigene analysis,564
oai:dash.harvard.edu:1/2710479,magnoliids,565
oai:dash.harvard.edu:1/2710479,basal angiosperms,566
oai:dash.harvard.edu:1/2710479,Amborella,567
oai:dash.harvard.edu:1/2710479,synapomorphic substitutions,568
oai:dash.harvard.edu:1/2710479,phylogeny,44
oai:dash.harvard.edu:1/2664302,Phyllanthaceae,569
oai:dash.harvard.edu:1/2664302,PHYC,540
oai:dash.harvard.edu:1/2664302,matK,570
oai:dash.harvard.edu:1/2664302,molecular phylogenetics,571
oai:dash.harvard.edu:1/2664302,Malpighiales,562
oai:dash.harvard.edu:1/2664302,systematics,9611
oai:dash.harvard.edu:1/2710477,Peridiscaceae,572
oai:dash.harvard.edu:1/2710477,rapid radiation,573
oai:dash.harvard.edu:1/2710477,molecular systematics,6820
oai:dash.harvard.edu:1/2710477,Saxifragales,542
oai:dash.harvard.edu:1/2675219,Yangzi River,574
oai:dash.harvard.edu:1/2675219,Neolithic,575
oai:dash.harvard.edu:1/2675219,China,576
oai:dash.harvard.edu:1/2675219,Yellow River,577
oai:dash.harvard.edu:1/2675219,zooarchaeology,578
oai:dash.harvard.edu:1/2675219,faunal remains,579
oai:dash.harvard.edu:1/2787016,social learning,580
oai:dash.harvard.edu:1/2787016,agent-based model,581
oai:dash.harvard.edu:1/2787016,maximum-likelihood estimation,582
oai:dash.harvard.edu:1/2787016,animal cultures,583
oai:dash.harvard.edu:1/2787016,social network,584
oai:dash.harvard.edu:1/2787016,diffusion of innovations,585
oai:dash.harvard.edu:1/2757546,parameter estimation,586
oai:dash.harvard.edu:1/2757546,information theory,587
oai:dash.harvard.edu:1/2757546,compressive sampling,588
oai:dash.harvard.edu:1/2757495,network,589
oai:dash.harvard.edu:1/2757495,graph subsampling,590
oai:dash.harvard.edu:1/2757495,discrete exponential family,591
oai:dash.harvard.edu:1/2757495,pseudolikelihood,592
oai:dash.harvard.edu:1/2757495,likelihood approximation,593
oai:dash.harvard.edu:1/2757225,random graphs,594
oai:dash.harvard.edu:1/2757225,sequential importance sampling,595
oai:dash.harvard.edu:1/2757225,exponential models,596
oai:dash.harvard.edu:1/2757225,random networks,597
oai:dash.harvard.edu:1/2757225,randomized generating algorithms,598
oai:dash.harvard.edu:1/2757225,graphical degree sequences,599
oai:dash.harvard.edu:1/2748509,two-way relaying,600
oai:dash.harvard.edu:1/2748509,sphere packing,601
oai:dash.harvard.edu:1/2748509,network coding,602
oai:dash.harvard.edu:1/2748509,denoise-and-forward,603
oai:dash.harvard.edu:1/2748509,cooperative communications,604
oai:dash.harvard.edu:1/2748552,MIMO,605
oai:dash.harvard.edu:1/2748552,V-BLAST,606
oai:dash.harvard.edu:1/2748552,greedy ordering,607
oai:dash.harvard.edu:1/2748553,optimum-weighting,608
oai:dash.harvard.edu:1/2748553,recursive algorithm,609
oai:dash.harvard.edu:1/2748553,fast fading channel,610
oai:dash.harvard.edu:1/2748553,multiple-input multiple output (MIMO),611
oai:dash.harvard.edu:1/2748553,weighted least-squares (LS) channel estimation,612
oai:dash.harvard.edu:1/2757545,life history theory,613
oai:dash.harvard.edu:1/2757545,cooperative breeding,614
oai:dash.harvard.edu:1/2757545,reproductive ecology,615
oai:dash.harvard.edu:1/2766347,generalized Langevin equation,616
oai:dash.harvard.edu:1/2766347,memory kernel,617
oai:dash.harvard.edu:1/2766347,harmonic potential,618
oai:dash.harvard.edu:1/2766347,fractional Brownian motion,619
oai:dash.harvard.edu:1/2766347,Hamiltonian,620
oai:dash.harvard.edu:1/2766347,autocorrelation function,621
oai:dash.harvard.edu:1/2766347,Fourier transform,622
oai:dash.harvard.edu:1/2766348,entropy,11454
oai:dash.harvard.edu:1/2766348,Fisher information,624
oai:dash.harvard.edu:1/2766348,EM algorithm,625
oai:dash.harvard.edu:1/2766348,relative information,626
oai:dash.harvard.edu:1/2766348,noninformative prior,627
oai:dash.harvard.edu:1/2766348,haplotype-based association studies,628
oai:dash.harvard.edu:1/2766348,genetic linkage studies,629
oai:dash.harvard.edu:1/2766348,Kullback–Leibler information,630
oai:dash.harvard.edu:1/2766348,partial likelihood,631
oai:dash.harvard.edu:1/2766348,Cox regression,632
oai:dash.harvard.edu:1/2766292,temperature,11455
oai:dash.harvard.edu:1/2766292,microcanonical distribution,634
oai:dash.harvard.edu:1/2766292,density of states,635
oai:dash.harvard.edu:1/2766292,energy,10999
oai:dash.harvard.edu:1/2766292,motif sampling,637
oai:dash.harvard.edu:1/2766292,estimation,638
oai:dash.harvard.edu:1/2766292,sampling,279
oai:dash.harvard.edu:1/2766292,protein folding,6053
oai:dash.harvard.edu:1/2766644,Acer,640
oai:dash.harvard.edu:1/2766644,phylogeny,44
oai:dash.harvard.edu:1/2766644,Ascomycota,641
oai:dash.harvard.edu:1/2766644,teleomorph,642
oai:dash.harvard.edu:1/2766644,ribosomal DNA,643
oai:dash.harvard.edu:1/2766644,anamorph,644
oai:dash.harvard.edu:1/2770281,attractors,645
oai:dash.harvard.edu:1/2770281,Strominger,646
oai:dash.harvard.edu:1/2770281,N=2,647
oai:dash.harvard.edu:1/2770281,theory,9426
oai:dash.harvard.edu:1/2770281,4D,649
oai:dash.harvard.edu:1/2770281,Calabi-Yau,650
oai:dash.harvard.edu:1/2770281,mechanism,651
oai:dash.harvard.edu:1/2770281,compactifications,652
oai:dash.harvard.edu:1/2770281,supergravity,653
oai:dash.harvard.edu:1/2770281,weak,654
oai:dash.harvard.edu:1/2770281,quantum,655
oai:dash.harvard.edu:1/2770281,string,656
oai:dash.harvard.edu:1/2770281,Kahler,657
oai:dash.harvard.edu:1/2770281,geometry,658
oai:dash.harvard.edu:1/2770281,special,659
oai:dash.harvard.edu:1/2770281,solutions,660
oai:dash.harvard.edu:1/2770281,gravity,661
oai:dash.harvard.edu:1/2770281,Yang-Mills,662
oai:dash.harvard.edu:1/2770281,monopoles,663
oai:dash.harvard.edu:1/2770281,supersymmetric,664
oai:dash.harvard.edu:1/2794951,quantum theory,665
oai:dash.harvard.edu:1/2794951,Unparticle Physics,666
oai:dash.harvard.edu:1/2787020,mental health,9575
oai:dash.harvard.edu:1/2787020,counterfactual populations,668
oai:dash.harvard.edu:1/2787020,potential outcomes,669
oai:dash.harvard.edu:1/2787020,disparities,670
oai:dash.harvard.edu:1/2787020,weighting,671
oai:dash.harvard.edu:1/2787020,Simpson's paradox,672
oai:dash.harvard.edu:1/3110939,handicap,673
oai:dash.harvard.edu:1/3110939,immunocompetence,674
oai:dash.harvard.edu:1/3110939,mammals,8925
oai:dash.harvard.edu:1/3110939,comparative analysis,676
oai:dash.harvard.edu:1/3110939,Bateman's principle,677
oai:dash.harvard.edu:1/3110939,insects,678
oai:dash.harvard.edu:1/2797447,sensor networks,679
oai:dash.harvard.edu:1/2797447,functional programming,680
oai:dash.harvard.edu:1/2797447,resource-constrained devices,681
oai:dash.harvard.edu:1/2794945,elemental semiconductors,682
oai:dash.harvard.edu:1/2794945,germanium,683
oai:dash.harvard.edu:1/2794945,molecular beam epitaxial growth,684
oai:dash.harvard.edu:1/2794945,monolayers,685
oai:dash.harvard.edu:1/2794945,reflection high energy electron diffraction,686
oai:dash.harvard.edu:1/2794945,semiconductor growth,687
oai:dash.harvard.edu:1/2789367,percolation,688
oai:dash.harvard.edu:1/2789367,diffusion,9833
oai:dash.harvard.edu:1/2789367,nucleation,690
oai:dash.harvard.edu:1/2789367,electrical conductivity,691
oai:dash.harvard.edu:1/2789367,aggregation,692
oai:dash.harvard.edu:1/2789367,Monte Carlo methods,693
oai:dash.harvard.edu:1/2789367,pulsed laser deposition,694
oai:dash.harvard.edu:1/2789367,metallic thin films,695
oai:dash.harvard.edu:1/2789367,silver,696
oai:dash.harvard.edu:1/2794832,measurement mistakes,697
oai:dash.harvard.edu:1/2794832,total compensation,698
oai:dash.harvard.edu:1/2794832,wages,699
oai:dash.harvard.edu:1/2794832,labor productivity,700
oai:dash.harvard.edu:1/2795223,ion-surface impact,701
oai:dash.harvard.edu:1/2795223,ion beam effects,702
oai:dash.harvard.edu:1/2795223,surface structure,703
oai:dash.harvard.edu:1/2795223,sputter etching,704
oai:dash.harvard.edu:1/2795223,surface dynamics,705
oai:dash.harvard.edu:1/2794833,saving rate,706
oai:dash.harvard.edu:1/2794833,smooth adjustment,707
oai:dash.harvard.edu:1/2794833,dollar overvaluation,708
oai:dash.harvard.edu:1/2794833,trade deficit,709
oai:dash.harvard.edu:1/2795319,electron correlations,710
oai:dash.harvard.edu:1/2795319,quantum dots,711
oai:dash.harvard.edu:1/2795319,Wigner crystal,712
oai:dash.harvard.edu:1/2795319,Monte Carlo methods,693
oai:dash.harvard.edu:1/2795319,electron gas,713
oai:dash.harvard.edu:1/2794941,silver,696
oai:dash.harvard.edu:1/2794941,Monte Carlo methods,693
oai:dash.harvard.edu:1/2794941,metallic thin films,695
oai:dash.harvard.edu:1/2794941,adsorbed layers,714
oai:dash.harvard.edu:1/2794941,metal-insulator boundaries,715
oai:dash.harvard.edu:1/2794941,pulsed laser deposition,694
oai:dash.harvard.edu:1/2794941,percolation,688
oai:dash.harvard.edu:1/2794941,vacancies (crystal),716
oai:dash.harvard.edu:1/2794941,atomic force microscopy,117
oai:dash.harvard.edu:1/2795437,laser annealing,717
oai:dash.harvard.edu:1/2795437,excimer laser,718
oai:dash.harvard.edu:1/2795437,PLD,719
oai:dash.harvard.edu:1/2795437,PLM,720
oai:dash.harvard.edu:1/2795437,laser ablation,721
oai:dash.harvard.edu:1/2795437,black silicon,722
oai:dash.harvard.edu:1/2795437,chromium oxide,723
oai:dash.harvard.edu:1/2795437,sulfur doping,724
oai:dash.harvard.edu:1/2795878,template-directed assembly,725
oai:dash.harvard.edu:1/2795878,nanopatterning,726
oai:dash.harvard.edu:1/2795878,ion irradiation,727
oai:dash.harvard.edu:1/2795878,self-organization,728
oai:dash.harvard.edu:1/2795734,electrical conductivity,691
oai:dash.harvard.edu:1/2795734,electrochemical anodization of Ti,729
oai:dash.harvard.edu:1/2795734,TiO2 nanotubes,730
oai:dash.harvard.edu:1/2793858,Calabi-Yau,650
oai:dash.harvard.edu:1/2793858,Kahler,657
oai:dash.harvard.edu:1/2793858,IIB,731
oai:dash.harvard.edu:1/2793858,Kallosh,732
oai:dash.harvard.edu:1/2793858,stablize,733
oai:dash.harvard.edu:1/2793858,moduli,734
oai:dash.harvard.edu:1/2793858,Kachru,735
oai:dash.harvard.edu:1/2793858,Trevedi,736
oai:dash.harvard.edu:1/2793858,Linde,737
oai:dash.harvard.edu:1/3307722,software,738
oai:dash.harvard.edu:1/3307722,operating systems,739
oai:dash.harvard.edu:1/3307722,programming languages,740
oai:dash.harvard.edu:1/3307722,mathematics of computing,741
oai:dash.harvard.edu:1/3307722,code generation,742
oai:dash.harvard.edu:1/3307722,compilers,743
oai:dash.harvard.edu:1/3307722,storage management,744
oai:dash.harvard.edu:1/3307722,garbage collection,745
oai:dash.harvard.edu:1/3307722,algorithm design and analysis,746
oai:dash.harvard.edu:1/3307722,computing milieux,747
oai:dash.harvard.edu:1/3307722,management of computing and information systems,748
